Vendedor,SKU,Sexo,Tags,Vendedor,Nombre,Marca,Talla,Categoría,Subcategoría,Estilo,Estilo 2 (opcional),Color,Color (opcional),Precio Influ,Inventory,# Fotos,Precio Final,Fecha,Descripción
#1074,3.1074.164,Woman,"Woman, Otras marcas, 38, Jeans, Tiro alto, Denim, Vintage, Azul",Jenn Muchelas,Jean azul botones,Otras marcas,38,Jeans,Tiro alto,Denim,Vintage,Azul,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.165,Woman,"Woman, NA-KD, XS, Pantalones, Pantalones fluidos, Vintage, Casual, Negro",Jenn Muchelas,Pantalón negro campana,NA-KD,XS,Pantalones,Pantalones fluidos,Vintage,Casual,Negro,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.166,Woman,"Woman, Sorry Im Busy, S, Pantalones, Deporte, Comfy, Streetwear, Morado",Jenn Muchelas,Pantalón de chándal morado,Sorry Im Busy,S,Pantalones,Deporte,Comfy,Streetwear,Morado,,"19,19",cubyn-fulfillment,3,"24,99",,
#1074,3.1074.167,Woman,"Woman, Born Living Yoga, S, Conjuntos, Sportwear, Azul",Jenn Muchelas,Conjuntos azul deporte,Born Living Yoga,S,Conjuntos,,Sportwear,,Azul,,"15,35",cubyn-fulfillment,3,"19,99",,
#1074,3.1074.168,Woman,"Woman, Cala, One size, Monos | Petos, Casual, Comfy, Blanco",Jenn Muchelas,Mono blanco de canalé,Cala,One size,Monos | Petos,,Casual,Comfy,Blanco,,"15,35",cubyn-fulfillment,3,"19,99",,
#1074,3.1074.169,Woman,"Woman, Jaded, 34, Conjuntos, Vintage, Boho, Naranja, Multicolor",Jenn Muchelas,Conjunto tie dye naranja (NUEVO),Jaded,34,Conjuntos,,Vintage,Boho,Naranja,Multicolor,"15,35",cubyn-fulfillment,3,"19,99",,
#1074,3.1074.170,Woman,"Woman, Beauty line, One size, Accesorios, Pañuelos | Bufandas, Classic, Rojo, Multicolor",Jenn Muchelas,Panuelo rojo estampado ,Beauty line,One size,Accesorios,Pañuelos | Bufandas,Classic,,Rojo,Multicolor,"5,37",cubyn-fulfillment,2,"6,99",,
#1074,3.1074.171,Woman,"Woman, Otras marcas, One size, Accesorios, Pañuelos | Bufandas, Classic, Rosa",Jenn Muchelas,Pañuelo rosa,Otras marcas,One size,Accesorios,Pañuelos | Bufandas,Classic,,Rosa,,"5,37",cubyn-fulfillment,2,"6,99",,
#1074,3.1074.172,Woman,"Woman, Otras marcas, One size, Accesorios, Pañuelos | Bufandas, Classic, Multicolor, Amarillo",Jenn Muchelas,Pañuelo floreado,Otras marcas,One size,Accesorios,Pañuelos | Bufandas,Classic,,Multicolor,Amarillo,"5,37",cubyn-fulfillment,2,"6,99",,
#1074,3.1074.173,Woman,"Woman, Otras marcas, One size, Accesorios, Pañuelos | Bufandas, Classic, Amarillo, Multicolor",Jenn Muchelas,Pañuelo estampado cadena,Otras marcas,One size,Accesorios,Pañuelos | Bufandas,Classic,,Amarillo,Multicolor,"5,37",cubyn-fulfillment,2,"6,99",,
#1074,3.1074.174,Woman,"Woman, Otras marcas, One size, Faldas, Faldas mini, Beachwear, Multicolor",Jenn Muchelas,Falda multicolor cruzada,Otras marcas,One size,Faldas,Faldas mini,Beachwear,,Multicolor,,"5,37",cubyn-fulfillment,3,"6,99",,
#1074,3.1074.175,Woman,"Woman, Otras marcas, One size, Accesorios, Pañuelos | Bufandas, Classic, Verde, Multicolor",Jenn Muchelas,Pañuelo verde floreado,Otras marcas,One size,Accesorios,Pañuelos | Bufandas,Classic,,Verde,Multicolor,"5,37",cubyn-fulfillment,2,"6,99",,
#1074,3.1074.176,Woman,"Woman, Otras marcas, One size, Accesorios, Pañuelos | Bufandas, Classic, Rosa, Multicolor",Jenn Muchelas,Pañuelo rosa tie dye,Otras marcas,One size,Accesorios,Pañuelos | Bufandas,Classic,,Rosa,Multicolor,"5,37",cubyn-fulfillment,2,"6,99",,
#1074,3.1074.177,Woman,"Woman, Otras marcas, One size, Accesorios, Pañuelos | Bufandas, Classic, Morado, Multicolor",Jenn Muchelas,Pañuelo tie dye morado,Otras marcas,One size,Accesorios,Pañuelos | Bufandas,Classic,,Morado,Multicolor,"5,37",cubyn-fulfillment,2,"6,99",,
#1074,3.1074.178,Woman,"Woman, Otras marcas, One size, Accesorios, Pañuelos | Bufandas, Classic, Amarillo",Jenn Muchelas,Pañuelo amarillo,Otras marcas,One size,Accesorios,Pañuelos | Bufandas,Classic,,Amarillo,,"5,37",cubyn-fulfillment,2,"6,99",,
#1074,3.1074.179,Woman,"Woman, Public Desire, 37, Calzado, Sandalias, Casual, Beige",Jenn Muchelas,Sandalias beige de tacón ,Public Desire,37,Calzado,Sandalias,Casual,,Beige,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.180,Woman,"Woman, Public Desire, 37, Calzado, Sandalias, Casual, Blanco",Jenn Muchelas,Sandalias blancas de tacón ,Public Desire,37,Calzado,Sandalias,Casual,,Blanco,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.181,Woman,"Woman, NA-KD, 37, Calzado, Sandalias, Casual, Negro",Jenn Muchelas,Sandalias negras de tacón tiras,NA-KD,37,Calzado,Sandalias,Casual,,Negro,,"19,19",cubyn-fulfillment,3,"24,99",,
#1074,3.1074.182,Woman,"Woman, Senso, 37, Calzado, Sandalias, Casual, Negro",Jenn Muchelas,Sandalias negras de tacón ,Senso,37,Calzado,Sandalias,Casual,,Negro,,"19,19",cubyn-fulfillment,3,"24,99",,
#1074,3.1074.183,Woman,"Woman, Raye, 44688, Calzado, Sandalias, Casual, Blanco",Jenn Muchelas,Sandalias blancas romanas de tacón ,Raye,7.5,Calzado,Sandalias,Casual,,Blanco,,"15,35",cubyn-fulfillment,3,"19,99",,
#1074,3.1074.184,Woman,"Woman, H&M, 38, Calzado, Zapatos de tacón, Casual, Eventos, Negro",Jenn Muchelas,Zapatos negros de tacón efecto charol,H&M,38,Calzado,Zapatos de tacón,Casual,Eventos,Negro,,"11,51",cubyn-fulfillment,3,"14,99",,
#1074,3.1074.185,Woman,"Woman, Jeffrey Campbell, 37, Calzado, Botines, Boho, Negro",Jenn Muchelas,Botines negros cowboys,Jeffrey Campbell,37,Calzado,Botines,Boho,,Negro,,"61,41",cubyn-fulfillment,3,"79,99",,
#1074,3.1074.186,Woman,"Woman, Bershka, 37, Calzado, Botines, Casual, Negro",Jenn Muchelas,Botines negros de punta NUEVO,Bershka,37,Calzado,Botines,Casual,,Negro,,"19,19",cubyn-fulfillment,3,"24,99",,
#1074,3.1074.187,Woman,Botines negros de punta (NUEVO),Jenn Muchelas,Botines negras tacón bajo,Senso,37,Calzado,Botines,Casual,,Negro,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.188,Woman,"Woman, Raid, 37, Calzado, Botas, Casual, Negro",Jenn Muchelas,Botas negras efecto piel ,Raid,37,Calzado,Botas,Casual,,Negro,,"30,70",cubyn-fulfillment,3,"39,99",,
#1074,3.1074.189,Woman,"Woman, Alohas, 37, Calzado, Sandalias, Streetwear, Beige",Jenn Muchelas,Sandalias beige acolchada ,Alohas,37,Calzado,Sandalias,Streetwear,,Beige,,"30,70",cubyn-fulfillment,3,"39,99",,
#1074,3.1074.190,Woman,"Woman, Another Trend , 38, Calzado, Zapatillas, Streetwear, Blanco",Jenn Muchelas,Zapatillas blancas ,Another Trend ,38,Calzado,Zapatillas,Streetwear,,Blanco,,"30,70",cubyn-fulfillment,3,"39,99",,
#1074,3.1074.191,Woman,"Woman, Otras marcas, One size, Bolsos, Bolsos de hombro, Beachwear, Beige",Jenn Muchelas,Bolso de mimbre ,Otras marcas,One size,Bolsos,Bolsos de hombro,Beachwear,,Beige,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.192,Woman,"Woman, FRK, One size, Bolsos, Bandoleras, Casual, Blanco",Jenn Muchelas,Bolso mini blanco,FRK,One size,Bolsos,Bandoleras,Casual,,Blanco,,"7,67",cubyn-fulfillment,3,"9,99",,
#1074,3.1074.193,Woman,"Woman, Montilitas , One size, Accesorios, Gorros | Gorras, Streetwear, Multicolor, Negro",Jenn Muchelas,Buket hat estampado reversible,Montilitas ,One size,Accesorios,Gorros | Gorras,Streetwear,,Multicolor,Negro,"7,67",cubyn-fulfillment,2,"9,99",,
#1074,3.1074.194,Woman,"Woman, Primark, One size, Accesorios, Gorros | Gorras, Streetwear, Azul",Jenn Muchelas,Buket hat azul ,Primark,One size,Accesorios,Gorros | Gorras,Streetwear,,Azul,,"5,37",cubyn-fulfillment,2,"6,99",,
#1074,3.1074.195,Woman,"Woman, South Athletics, One size, Accesorios, Gorros | Gorras, Streetwear, Gris",Jenn Muchelas,Gorra gris ,South Athletics,One size,Accesorios,Gorros | Gorras,Streetwear,,Gris,,"7,67",cubyn-fulfillment,2,"9,99",,
#1074,3.1074.196,Woman,"Woman, Otras marcas, One size, Accesorios, Gorros | Gorras, Streetwear, Rosa",Jenn Muchelas,Buket hat rosa ,Otras marcas,One size,Accesorios,Gorros | Gorras,Streetwear,,Rosa,,"5,37",cubyn-fulfillment,2,"6,99",,
#1074,3.1074.197,Woman,"Woman, Ellese, One size, Accesorios, Gorros | Gorras, Streetwear, Azul",Jenn Muchelas,Gorra azul NUEVO,Ellese,One size,Accesorios,Gorros | Gorras,Streetwear,,Azul,,"15,35",cubyn-fulfillment,2,"19,99",,
#1074,3.1074.198,Woman,"Woman, Lefties, One size, Accesorios, Gafas de sol, Básicos, Marrón, Multicolor",Jenn Muchelas,Gafas de sol carey,Lefties,One size,Accesorios,Gafas de sol,Básicos,,Marrón,Multicolor,"5,37",cubyn-fulfillment,2,"6,99",,
#1074,3.1074.199,Woman,"Woman, Otras marcas, One size, Accesorios, Gafas de sol, Básicos, Negro, Rojo",Jenn Muchelas,Gafas de sol negro,Otras marcas,One size,Accesorios,Gafas de sol,Básicos,,Negro,Rojo,"7,67",cubyn-fulfillment,2,"9,99",,
#1074,3.1074.200,Woman,"Woman, Pull&Bear, One size, Accesorios, Gafas de sol, Básicos, Verde",Jenn Muchelas,Gafas de sol verde,Pull&Bear,One size,Accesorios,Gafas de sol,Básicos,,Verde,,"5,37",cubyn-fulfillment,2,"6,99",,
#1074,3.1074.201,Woman,"Woman, Mo Nóli, One size, Accesorios, Gafas de sol, Básicos, Negro",Jenn Muchelas,Gafas de sol aviador,Mo Nóli,One size,Accesorios,Gafas de sol,Básicos,,Negro,,"7,67",cubyn-fulfillment,2,"9,99",,
#1074,3.1074.202,Woman,"Woman, Otras marcas, One size, Accesorios, Gafas de sol, Básicos, Multicolor",Jenn Muchelas,Gafas de sol transparente,Otras marcas,One size,Accesorios,Gafas de sol,Básicos,,Multicolor,,"5,37",cubyn-fulfillment,2,"6,99",,
#1074,3.1074.203,Woman,"Woman, S. Golder, One size, Accesorios, Gafas de sol, Básicos, Multicolor",Jenn Muchelas,Gafas de sol tipo gato,S. Golder,One size,Accesorios,Gafas de sol,Básicos,,Multicolor,,"7,67",cubyn-fulfillment,2,"9,99",,
#1074,3.1074.204,Woman,"Woman, Otras marcas, One size, Accesorios, Gafas de sol, Básicos, Verde",Jenn Muchelas,Gafas de sol verde tipo gato,Otras marcas,One size,Accesorios,Gafas de sol,Básicos,,Verde,,"5,37",cubyn-fulfillment,2,"6,99",,
#1074,3.1074.205,Woman,"Woman, New Era, One size, Accesorios, Gorros | Gorras, Streetwear, Blanco",Jenn Muchelas,Gorra blanca ,New Era,One size,Accesorios,Gorros | Gorras,Streetwear,,Blanco,,"7,67",cubyn-fulfillment,2,"9,99",,
